Domain,Area,Item,Item Code (CPC),Year,Area_Harvested_in_Hectares,Yield_Value in kg/ha,Producing Animals/Slaughtered_Value,Laying_Value,Yield/Carcass Weight_Value,Milk Animals_Value,Production in Hectares
Crops and livestock products,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,1355.9,2023,8715.0,3808.8,0.0,0.0,0.0,0.0,33194.74
Crops and livestock products,Afghanistan,"Other citrus fruit, n.e.c.",1329.0,2019,3391.0,9070.9,0.0,0.0,0.0,0.0,30759.4
Crops and livestock products,Afghanistan,"Other citrus fruit, n.e.c.",1329.0,2020,449.0,8407.6,0.0,0.0,0.0,0.0,3775.0
Crops and livestock products,Afghanistan,"Other citrus fruit, n.e.c.",1329.0,2021,2965.0,8348.4,0.0,0.0,0.0,0.0,24752.98
Crops and livestock products,Afghanistan,"Other citrus fruit, n.e.c.",1329.0,2022,2402.0,9147.5,0.0,0.0,0.0,0.0,21972.26
Crops and livestock products,Afghanistan,"Other citrus fruit, n.e.c.",1329.0,2023,2116.0,8961.0,0.0,0.0,0.0,0.0,18960.64
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",1359.9,2019,8503.0,7282.6,0.0,0.0,0.0,0.0,61921.74
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",1359.9,2020,8259.0,7520.9,0.0,0.0,0.0,0.0,62117.47
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",1359.9,2021,8337.0,7423.7,0.0,0.0,0.0,0.0,61892.29
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",1359.9,2022,8366.0,7407.9,0.0,0.0,0.0,0.0,61977.16
Crops and livestock products,Afghanistan,"Other fruits, n.e.c.",1359.9,2023,8321.0,7450.6,0.0,0.0,0.0,0.0,61995.64
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1379.9,2019,2014.0,858.9,0.0,0.0,0.0,0.0,1730.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1379.9,2020,5035.0,854.0,0.0,0.0,0.0,0.0,4300.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1379.9,2021,4940.0,850.3,0.0,0.0,0.0,0.0,4200.0
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1379.9,2022,4933.0,838.7,0.0,0.0,0.0,0.0,4137.95
Crops and livestock products,Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1379.9,2023,4643.0,827.2,0.0,0.0,0.0,0.0,3841.07
Crops and livestock products,Afghanistan,Other pulses n.e.c.,1709.9,2019,67114.0,657.6,0.0,0.0,0.0,0.0,44132.56
Crops and livestock products,Afghanistan,Other pulses n.e.c.,1709.9,2020,69104.0,634.6,0.0,0.0,0.0,0.0,43855.34
Crops and livestock products,Afghanistan,Other pulses n.e.c.,1709.9,2021,80936.0,607.4,0.0,0.0,0.0,0.0,49161.04
Crops and livestock products,Afghanistan,Other pulses n.e.c.,1709.9,2022,88071.0,585.1,0.0,0.0,0.0,0.0,51525.81
Crops and livestock products,Afghanistan,Other pulses n.e.c.,1709.9,2023,83785.0,562.7,0.0,0.0,0.0,0.0,47145.41
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",1699.0,2019,7558.0,2.6,0.0,0.0,0.0,0.0,20.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",1699.0,2020,7716.0,2.6,0.0,0.0,0.0,0.0,20.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",1699.0,2021,8410.0,1.3,0.0,0.0,0.0,0.0,11.0
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",1699.0,2022,7629.0,1.4,0.0,0.0,0.0,0.0,10.89
Crops and livestock products,Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",1699.0,2023,9856.0,1.8,0.0,0.0,0.0,0.0,17.88
Crops and livestock products,Afghanistan,Other stone fruits,1349.2,2019,6880.0,7047.4,0.0,0.0,0.0,0.0,48484.61
Crops and livestock products,Afghanistan,Other stone fruits,1349.2,2020,7104.0,7050.1,0.0,0.0,0.0,0.0,50085.44
Crops and livestock products,Afghanistan,Other stone fruits,1349.2,2021,6941.0,7048.9,0.0,0.0,0.0,0.0,48924.66
Crops and livestock products,Afghanistan,Other stone fruits,1349.2,2022,6975.0,7048.9,0.0,0.0,0.0,0.0,49164.9
Crops and livestock products,Afghanistan,Other stone fruits,1349.2,2023,7007.0,7049.3,0.0,0.0,0.0,0.0,49391.67
Crops and livestock products,Afghanistan,"Other vegetables, fresh n.e.c.",1290.9,2019,41561.0,9090.7,0.0,0.0,0.0,0.0,377817.29
Crops and livestock products,Afghanistan,"Other vegetables, fresh n.e.c.",1290.9,2020,65651.0,9078.5,0.0,0.0,0.0,0.0,596012.04
Crops and livestock products,Afghanistan,"Other vegetables, fresh n.e.c.",1290.9,2021,84517.0,9020.7,0.0,0.0,0.0,0.0,762402.53
Crops and livestock products,Afghanistan,"Other vegetables, fresh n.e.c.",1290.9,2022,84434.0,8995.0,0.0,0.0,0.0,0.0,759490.58
Crops and livestock products,Afghanistan,"Other vegetables, fresh n.e.c.",1290.9,2023,80619.0,8969.5,0.0,0.0,0.0,0.0,723106.76
Crops and livestock products,Afghanistan,Peaches and nectarines,1345.0,2019,8076.0,7597.9,0.0,0.0,0.0,0.0,61361.0
Crops and livestock products,Afghanistan,Peaches and nectarines,1345.0,2020,6735.0,10395.2,0.0,0.0,0.0,0.0,70012.0
Crops and livestock products,Afghanistan,Peaches and nectarines,1345.0,2021,10160.0,10094.5,0.0,0.0,0.0,0.0,102560.0
Crops and livestock products,Afghanistan,Peaches and nectarines,1345.0,2022,10060.0,10085.4,0.0,0.0,0.0,0.0,101459.0
Crops and livestock products,Afghanistan,Peaches and nectarines,1345.0,2023,11602.0,9163.4,0.0,0.0,0.0,0.0,106311.7
Crops and livestock products,Afghanistan,Pears,1342.01,2019,2473.0,2816.8,0.0,0.0,0.0,0.0,6966.0
Crops and livestock products,Afghanistan,Pears,1342.01,2020,2245.0,8026.7,0.0,0.0,0.0,0.0,18020.0
Crops and livestock products,Afghanistan,Pears,1342.01,2021,4003.0,7994.0,0.0,0.0,0.0,0.0,32000.0
Crops and livestock products,Afghanistan,Pears,1342.01,2022,4000.0,8000.0,0.0,0.0,0.0,0.0,32000.0
Crops and livestock products,Afghanistan,Pears,1342.01,2023,4000.0,7000.0,0.0,0.0,0.0,0.0,28000.0
Crops and livestock products,Afghanistan,"Pistachios, in shell",1375.0,2019,2214.0,1262.0,0.0,0.0,0.0,0.0,2793.78
Crops and livestock products,Afghanistan,"Pistachios, in shell",1375.0,2020,2177.0,1284.5,0.0,0.0,0.0,0.0,2796.27
Crops and livestock products,Afghanistan,"Pistachios, in shell",1375.0,2021,2165.0,1285.7,0.0,0.0,0.0,0.0,2784.09
Crops and livestock products,Afghanistan,"Pistachios, in shell",1375.0,2022,2153.0,1297.2,0.0,0.0,0.0,0.0,2793.21
Crops and livestock products,Afghanistan,"Pistachios, in shell",1375.0,2023,2141.0,1308.8,0.0,0.0,0.0,0.0,2801.74
Crops and livestock products,Afghanistan,Plums and sloes,1346.0,2019,3629.0,10559.7,0.0,0.0,0.0,0.0,38321.0
Crops and livestock products,Afghanistan,Plums and sloes,1346.0,2020,3128.0,9549.9,0.0,0.0,0.0,0.0,29872.0
Crops and livestock products,Afghanistan,Plums and sloes,1346.0,2021,6508.0,8805.2,0.0,0.0,0.0,0.0,57304.27
Crops and livestock products,Afghanistan,Plums and sloes,1346.0,2022,6385.0,8653.9,0.0,0.0,0.0,0.0,55254.9
Crops and livestock products,Afghanistan,Plums and sloes,1346.0,2023,5449.0,8633.6,0.0,0.0,0.0,0.0,47041.32
Crops and livestock products,Afghanistan,Potatoes,1510.0,2019,57066.0,16141.3,0.0,0.0,0.0,0.0,921122.0
Crops and livestock products,Afghanistan,Potatoes,1510.0,2020,53674.0,15936.9,0.0,0.0,0.0,0.0,855395.0
Crops and livestock products,Afghanistan,Potatoes,1510.0,2021,55706.0,15785.9,0.0,0.0,0.0,0.0,879371.0
Crops and livestock products,Afghanistan,Potatoes,1510.0,2022,56000.0,15875.0,0.0,0.0,0.0,0.0,889000.0
Crops and livestock products,Afghanistan,Potatoes,1510.0,2023,61000.0,14573.8,0.0,0.0,0.0,0.0,889000.0
Crops and livestock products,Afghanistan,Raw cane or beet sugar (centrifugal only),2351.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,1110.98
Crops and livestock products,Afghanistan,Raw cane or beet sugar (centrifugal only),2351.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,707.56
Crops and livestock products,Afghanistan,Raw cane or beet sugar (centrifugal only),2351.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,3016.32
Crops and livestock products,Afghanistan,Raw cane or beet sugar (centrifugal only),2351.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,4596.11
Crops and livestock products,Afghanistan,Raw hides and skins of cattle,2951.01,2019,0.0,234.0,625556.0,0.0,0.0,0.0,14610.57
Crops and livestock products,Afghanistan,Raw hides and skins of cattle,2951.01,2020,0.0,239.0,607512.0,0.0,0.0,0.0,14547.76
Crops and livestock products,Afghanistan,Raw hides and skins of cattle,2951.01,2021,0.0,235.0,571619.0,0.0,0.0,0.0,13425.01
Crops and livestock products,Afghanistan,Raw hides and skins of cattle,2951.01,2022,0.0,236.0,532738.0,0.0,0.0,0.0,12571.1
Crops and livestock products,Afghanistan,Raw hides and skins of cattle,2951.01,2023,0.0,238.0,492797.0,0.0,0.0,0.0,11708.95
Crops and livestock products,Afghanistan,Raw hides and skins of goats or kids,2954.0,2019,0.0,20.0,3567060.0,0.0,0.0,0.0,7004.58
Crops and livestock products,Afghanistan,Raw hides and skins of goats or kids,2954.0,2020,0.0,20.0,3616042.0,0.0,0.0,0.0,7101.2
Crops and livestock products,Afghanistan,Raw hides and skins of goats or kids,2954.0,2021,0.0,20.0,3596620.0,0.0,0.0,0.0,7063.34
Crops and livestock products,Afghanistan,Raw hides and skins of goats or kids,2954.0,2022,0.0,20.0,3619703.0,0.0,0.0,0.0,7108.79
Crops and livestock products,Afghanistan,Raw hides and skins of goats or kids,2954.0,2023,0.0,20.0,3642792.0,0.0,0.0,0.0,7154.25
Crops and livestock products,Afghanistan,Raw hides and skins of sheep or lambs,2953.0,2019,0.0,25.0,7000000.0,0.0,0.0,0.0,17557.29
Crops and livestock products,Afghanistan,Raw hides and skins of sheep or lambs,2953.0,2020,0.0,26.0,6760862.0,0.0,0.0,0.0,17416.67
Crops and livestock products,Afghanistan,Raw hides and skins of sheep or lambs,2953.0,2021,0.0,24.0,6800000.0,0.0,0.0,0.0,16625.0
Crops and livestock products,Afghanistan,Raw hides and skins of sheep or lambs,2953.0,2022,0.0,24.0,6700000.0,0.0,0.0,0.0,16150.0
Crops and livestock products,Afghanistan,Raw hides and skins of sheep or lambs,2953.0,2023,0.0,25.0,6461548.0,0.0,0.0,0.0,15958.87
Crops and livestock products,Afghanistan,Raw milk of camel,2293.0,2019,0.0,3112.0,0.0,0.0,0.0,22096.0,6876.13
Crops and livestock products,Afghanistan,Raw milk of camel,2293.0,2020,0.0,3114.0,0.0,0.0,0.0,22031.0,6860.91
Crops and livestock products,Afghanistan,Raw milk of camel,2293.0,2021,0.0,3115.0,0.0,0.0,0.0,22017.0,6858.9
Crops and livestock products,Afghanistan,Raw milk of camel,2293.0,2022,0.0,3118.0,0.0,0.0,0.0,21953.0,6843.86
Crops and livestock products,Afghanistan,Raw milk of camel,2293.0,2023,0.0,3120.0,0.0,0.0,0.0,21888.0,6828.76
Crops and livestock products,Afghanistan,Raw milk of cattle,2211.0,2019,0.0,5279.0,0.0,0.0,0.0,3478070.0,1836154.99
Crops and livestock products,Afghanistan,Raw milk of cattle,2211.0,2020,0.0,5275.0,0.0,0.0,0.0,3523277.0,1858668.77
Crops and livestock products,Afghanistan,Raw milk of cattle,2211.0,2021,0.0,5272.0,0.0,0.0,0.0,3567559.0,1880721.9
Crops and livestock products,Afghanistan,Raw milk of cattle,2211.0,2022,0.0,5264.0,0.0,0.0,0.0,3648399.0,1920567.03
Crops and livestock products,Afghanistan,Raw milk of cattle,2211.0,2023,0.0,5259.0,0.0,0.0,0.0,3709761.0,1950896.67
Crops and livestock products,Afghanistan,Raw milk of goats,2292.0,2019,0.0,432.0,0.0,0.0,0.0,2709973.0,116989.68
Crops and livestock products,Afghanistan,Raw milk of goats,2292.0,2020,0.0,433.0,0.0,0.0,0.0,2670141.0,115718.48
Crops and livestock products,Afghanistan,Raw milk of goats,2292.0,2021,0.0,432.0,0.0,0.0,0.0,2705206.0,116891.74
Crops and livestock products,Afghanistan,Raw milk of goats,2292.0,2022,0.0,431.0,0.0,0.0,0.0,2736264.0,117931.67
Crops and livestock products,Afghanistan,Raw milk of goats,2292.0,2023,0.0,430.0,0.0,0.0,0.0,2762535.0,118813.98
Crops and livestock products,Afghanistan,Raw milk of sheep,2291.0,2019,0.0,294.0,0.0,0.0,0.0,6753548.0,198708.82
Crops and livestock products,Afghanistan,Raw milk of sheep,2291.0,2020,0.0,295.0,0.0,0.0,0.0,6669635.0,196916.6
Crops and livestock products,Afghanistan,Raw milk of sheep,2291.0,2021,0.0,296.0,0.0,0.0,0.0,6621871.0,195914.11
Crops and livestock products,Afghanistan,Raw milk of sheep,2291.0,2022,0.0,297.0,0.0,0.0,0.0,6532504.0,193990.39
Crops and livestock products,Afghanistan,Raw milk of sheep,2291.0,2023,0.0,298.0,0.0,0.0,0.0,6414472.0,191422.48
Crops and livestock products,Afghanistan,Raw silk (not thrown),26110.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Crops and livestock products,Afghanistan,Raw silk (not thrown),26110.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,48.1
Crops and livestock products,Afghanistan,Raw silk (not thrown),26110.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,47.56
Crops and livestock products,Afghanistan,Raw silk (not thrown),26110.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Crops and livestock products,Afghanistan,Rice,113.0,2019,127530.0,4476.6,0.0,0.0,0.0,0.0,570900.0
Crops and livestock products,Afghanistan,Rice,113.0,2020,147555.0,4441.7,0.0,0.0,0.0,0.0,655400.0
Crops and livestock products,Afghanistan,Rice,113.0,2021,141222.0,4406.5,0.0,0.0,0.0,0.0,622300.0
Crops and livestock products,Afghanistan,Rice,113.0,2022,128000.0,4625.0,0.0,0.0,0.0,0.0,592000.0
Crops and livestock products,Afghanistan,Rice,113.0,2023,129000.0,4627.9,0.0,0.0,0.0,0.0,597000.0
Crops and livestock products,Afghanistan,"Seed cotton, unginned",1921.01,2019,49371.0,1481.0,0.0,0.0,0.0,0.0,73120.0
Crops and livestock products,Afghanistan,"Seed cotton, unginned",1921.01,2020,56740.0,1305.3,0.0,0.0,0.0,0.0,74062.0
Crops and livestock products,Afghanistan,"Seed cotton, unginned",1921.01,2021,56882.0,1365.6,0.0,0.0,0.0,0.0,77680.0
Crops and livestock products,Afghanistan,"Seed cotton, unginned",1921.01,2022,54896.0,1320.6,0.0,0.0,0.0,0.0,72493.0
Crops and livestock products,Afghanistan,"Seed cotton, unginned",1921.01,2023,51906.0,1318.7,0.0,0.0,0.0,0.0,68449.1
Crops and livestock products,Afghanistan,Sesame seed,1444.0,2019,71081.0,466.2,0.0,0.0,0.0,0.0,33139.0
Crops and livestock products,Afghanistan,Sesame seed,1444.0,2020,64862.0,645.3,0.0,0.0,0.0,0.0,41855.0
Crops and livestock products,Afghanistan,Sesame seed,1444.0,2021,27472.0,691.6,0.0,0.0,0.0,0.0,19000.0
Crops and livestock products,Afghanistan,Sesame seed,1444.0,2022,48793.0,858.1,0.0,0.0,0.0,0.0,41871.0
Crops and livestock products,Afghanistan,Sesame seed,1444.0,2023,20000.0,700.0,0.0,0.0,0.0,0.0,14000.0
Crops and livestock products,Afghanistan,"Sheep fat, unrendered",21514.0,2019,0.0,0.0,7000000.0,0.0,0.0,0.0,6237.46
Crops and livestock products,Afghanistan,"Sheep fat, unrendered",21514.0,2020,0.0,0.0,6760862.0,0.0,0.0,0.0,6187.5
Crops and livestock products,Afghanistan,"Sheep fat, unrendered",21514.0,2021,0.0,0.0,6800000.0,0.0,0.0,0.0,5906.25
Crops and livestock products,Afghanistan,"Sheep fat, unrendered",21514.0,2022,0.0,0.0,6700000.0,0.0,0.0,0.0,5737.5
Crops and livestock products,Afghanistan,"Sheep fat, unrendered",21514.0,2023,0.0,0.0,6461548.0,0.0,0.0,0.0,5669.6
Crops and livestock products,Afghanistan,"Shorn wool, greasy, including fleece-washed shorn wool",2941.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,14368.32
Crops and livestock products,Afghanistan,"Shorn wool, greasy, including fleece-washed shorn wool",2941.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,14438.35
Crops and livestock products,Afghanistan,"Shorn wool, greasy, including fleece-washed shorn wool",2941.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,13915.09
Crops and livestock products,Afghanistan,"Shorn wool, greasy, including fleece-washed shorn wool",2941.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,13355.97
Crops and livestock products,Afghanistan,"Shorn wool, greasy, including fleece-washed shorn wool",2941.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,12755.23
Crops and livestock products,Afghanistan,Silk-worm cocoons suitable for reeling,2944.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Crops and livestock products,Afghanistan,Silk-worm cocoons suitable for reeling,2944.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Crops and livestock products,Afghanistan,Silk-worm cocoons suitable for reeling,2944.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Crops and livestock products,Afghanistan,Silk-worm cocoons suitable for reeling,2944.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Crops and livestock products,Afghanistan,Silk-worm cocoons suitable for reeling,2944.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Crops and livestock products,Afghanistan,Skim milk of cows,22110.02,2019,0.0,0.0,0.0,0.0,0.0,0.0,690548.02
Crops and livestock products,Afghanistan,Skim milk of cows,22110.02,2020,0.0,0.0,0.0,0.0,0.0,0.0,683511.53
Crops and livestock products,Afghanistan,Skim milk of cows,22110.02,2021,0.0,0.0,0.0,0.0,0.0,0.0,723963.62
Crops and livestock products,Afghanistan,Skim milk of cows,22110.02,2022,0.0,0.0,0.0,0.0,0.0,0.0,731659.81
Crops and livestock products,Afghanistan,Soya beans,141.0,2022,1828.0,1589.7,0.0,0.0,0.0,0.0,2906.0
Crops and livestock products,Afghanistan,Soya beans,141.0,2023,3000.0,2000.0,0.0,0.0,0.0,0.0,6000.0
Crops and livestock products,Afghanistan,Sugar beet,1801.0,2019,616.0,15071.4,0.0,0.0,0.0,0.0,9284.0
Crops and livestock products,Afghanistan,Sugar beet,1801.0,2020,347.0,14501.4,0.0,0.0,0.0,0.0,5032.0
Crops and livestock products,Afghanistan,Sugar beet,1801.0,2021,350.0,14845.7,0.0,0.0,0.0,0.0,5196.0
Crops and livestock products,Afghanistan,Sugar beet,1801.0,2022,343.0,16839.7,0.0,0.0,0.0,0.0,5776.0
Crops and livestock products,Afghanistan,Sugar beet,1801.0,2023,300.0,20000.0,0.0,0.0,0.0,0.0,6000.0
Crops and livestock products,Afghanistan,Sugar cane,1802.0,2019,1653.0,22104.1,0.0,0.0,0.0,0.0,36538.0
Crops and livestock products,Afghanistan,Sugar cane,1802.0,2020,1541.0,26146.7,0.0,0.0,0.0,0.0,40292.0
Crops and livestock products,Afghanistan,Sugar cane,1802.0,2021,1582.0,26190.9,0.0,0.0,0.0,0.0,41434.0
Crops and livestock products,Afghanistan,Sugar cane,1802.0,2022,1705.0,34248.7,0.0,0.0,0.0,0.0,58394.0
Crops and livestock products,Afghanistan,Sugar cane,1802.0,2023,2000.0,28000.0,0.0,0.0,0.0,0.0,56000.0
Crops and livestock products,Afghanistan,Sunflower seed,1445.0,2019,981.0,899.1,0.0,0.0,0.0,0.0,882.0
Crops and livestock products,Afghanistan,Sunflower seed,1445.0,2020,362.0,1069.1,0.0,0.0,0.0,0.0,387.0
Crops and livestock products,Afghanistan,Sunflower seed,1445.0,2021,599.0,1157.8,0.0,0.0,0.0,0.0,693.52
Crops and livestock products,Afghanistan,Sunflower seed,1445.0,2022,678.0,1120.8,0.0,0.0,0.0,0.0,759.92
Crops and livestock products,Afghanistan,Sunflower seed,1445.0,2023,1000.0,1067.9,0.0,0.0,0.0,0.0,1067.94
Crops and livestock products,Afghanistan,"Sunflower-seed oil, crude",21631.01,2019,0.0,0.0,0.0,0.0,0.0,0.0,3130.58
Crops and livestock products,Afghanistan,"Sunflower-seed oil, crude",21631.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,2511.67
Crops and livestock products,Afghanistan,"Sunflower-seed oil, crude",21631.01,2021,0.0,0.0,0.0,0.0,0.0,0.0,2962.34
Crops and livestock products,Afghanistan,"Sunflower-seed oil, crude",21631.01,2022,0.0,0.0,0.0,0.0,0.0,0.0,2788.86
Crops and livestock products,Afghanistan,"Walnuts, in shell",1376.0,2019,5025.0,2923.4,0.0,0.0,0.0,0.0,14690.0
Crops and livestock products,Afghanistan,"Walnuts, in shell",1376.0,2020,5206.0,2857.7,0.0,0.0,0.0,0.0,14877.0
Crops and livestock products,Afghanistan,"Walnuts, in shell",1376.0,2021,8301.0,2814.1,0.0,0.0,0.0,0.0,23360.0
Crops and livestock products,Afghanistan,"Walnuts, in shell",1376.0,2022,8301.0,2356.3,0.0,0.0,0.0,0.0,19560.0
Crops and livestock products,Afghanistan,"Walnuts, in shell",1376.0,2023,8000.0,3375.0,0.0,0.0,0.0,0.0,27000.0
Crops and livestock products,Afghanistan,Watermelons,1221.0,2019,48298.0,17536.8,0.0,0.0,0.0,0.0,846990.0
Crops and livestock products,Afghanistan,Watermelons,1221.0,2020,66244.0,14949.6,0.0,0.0,0.0,0.0,990318.0
Crops and livestock products,Afghanistan,Watermelons,1221.0,2021,66108.0,14156.5,0.0,0.0,0.0,0.0,935859.12
Crops and livestock products,Afghanistan,Watermelons,1221.0,2022,60768.0,14667.2,0.0,0.0,0.0,0.0,891291.27
Crops and livestock products,Afghanistan,Watermelons,1221.0,2023,61591.0,15321.6,0.0,0.0,0.0,0.0,943668.36
Crops and livestock products,Afghanistan,Wheat,111.0,2019,2334000.0,2095.1,0.0,0.0,0.0,0.0,4890000.0
Crops and livestock products,Afghanistan,Wheat,111.0,2020,2668000.0,1943.4,0.0,0.0,0.0,0.0,5185000.0
Crops and livestock products,Afghanistan,Wheat,111.0,2021,2046564.0,1963.1,0.0,0.0,0.0,0.0,4017657.0
Crops and livestock products,Afghanistan,Wheat,111.0,2022,1859339.0,2045.3,0.0,0.0,0.0,0.0,3802895.0
Crops and livestock products,Afghanistan,Wheat,111.0,2023,2003070.0,2146.7,0.0,0.0,0.0,0.0,4300000.0
Crops and livestock products,Albania,Apples,1341.0,2019,4407.0,24441.3,0.0,0.0,0.0,0.0,107713.0
Crops and livestock products,Albania,Apples,1341.0,2020,4420.0,23114.7,0.0,0.0,0.0,0.0,102167.0
Crops and livestock products,Albania,Apples,1341.0,2021,4242.0,26225.8,0.0,0.0,0.0,0.0,111247.2
Crops and livestock products,Albania,Apples,1341.0,2022,4294.0,24137.2,0.0,0.0,0.0,0.0,103645.0
Crops and livestock products,Albania,Apples,1341.0,2023,4365.0,22284.2,0.0,0.0,0.0,0.0,97273.87
Crops and livestock products,Albania,Apricots,1343.0,2019,341.0,14296.2,0.0,0.0,0.0,0.0,4875.0
Crops and livestock products,Albania,Apricots,1343.0,2020,344.0,14950.6,0.0,0.0,0.0,0.0,5143.0
Crops and livestock products,Albania,Apricots,1343.0,2021,345.0,14657.1,0.0,0.0,0.0,0.0,5056.7
Crops and livestock products,Albania,Apricots,1343.0,2022,364.0,15109.9,0.0,0.0,0.0,0.0,5500.0
Crops and livestock products,Albania,Apricots,1343.0,2023,354.0,15751.3,0.0,0.0,0.0,0.0,5578.33
